stored in this format: name: calories: protein: carbs: fat
Bean Burrito: 360: 13: 54: 10
Beefy 5-Layer Burrito: 500: 18: 65: 19
Black Bean Grilled Cheese Burrito: 700: 23: 69: 37
Burrito Supreme - Beef: 400: 16: 51: 14
Burrito Supreme - Chicken: 370: 19: 49: 11
Burrito Supreme - Steak: 380: 19: 49: 12
Cheesy Bean & Rice Burrito: 420: 9: 55: 17
Cheesy Double Beef Burrito: 570: 21: 63: 26
Chicken Enchilada Burrito: 380: 19: 49: 12
Chili Cheese Burrito: 380: 15: 41: 17
Grilled Cheese Burrito: 720: 26: 64: 40
Grilled Cheese Burrito - Chicken: 690: 29: 62: 37
Grilled Cheese Burrito - Steak: 700: 28: 62: 38
