stored in this format: name: calories: protein: carbs: fat
Breakfast California Crunchwrap: 640: 21: 53: 38
Breakfast Crunchwrap - Bacon: 670: 21: 52: 40
Breakfast Crunchwrap - Sausage Patty: 750: 21: 53: 49
Breakfast Crunchwrap - Steak: 660: 24: 53: 38
Breakfast Quesadilla - Bacon: 510: 25: 40: 27
Breakfast Quesadilla - Sausage: 510: 23: 40: 29
Breakfast Quesadilla - Steak: 510: 28: 41: 25
Breakfast Salsa Packet: 0: 0: 0: 0
Cheesy Toasted Breakfast Burrito - Bacon: 350: 13: 38: 16
Cheesy Toasted Breakfast Burrito - Fiesta Potato: 340: 9: 44: 14
Cheesy Toasted BReakfast Burrito - Sausage: 350: 10: 38: 17
Cinnabon Delights (2 Pack): 170: 2: 15: 11
Cinnabon Delights (12 Pack): 1010: 11: 88: 68
Cinnabon Delights Coffee - Hot: 160: 1: 34: 2
Cinnabon Delights Coffee - Iced: 160: 1: 34: 2
Grande Toasted Breakfast Burrito - Bacon: 570: 23: 51: 30
Grande Toasted Breakfast Burrito - Sausage: 570: 21: 51: 31
Grande Toasted Breakfast Burrito - Steak: 570: 27: 52: 28
Hash Brown: 160: 1: 14: 11
Hash Brown Toasted Breakfast Burrito - Bacon: 580: 20: 52: 32
Hash Brown Toasted Breakfast Burrito - Sausage: 570: 18: 52: 33
Hash Brown Toasted Breakfast Burrito - Steak: 570: 24: 53: 30
Hot Coffee with Creamer: 45: 0: 8: 1
Iced Coffee with Creamer: 45: 0: 8: 1
Orange Juice: 140: 2: 33: 0
Premium Roast Coffee - Hot: 0: 0: 0: 0
Premium Roast Coffee - Iced: 0: 0: 0: 0
Vanilla Creamer: 20: 0: 4: 0
