stored in this format: name: calories: protein: carbs: fat
3-Cheese Chicken FlatBread Melt - Value Menu: 330: 20: 29: 15
Cheesy Bean & Rice Burrito - Value Menu: 420: 9: 55: 17
Cheesy Double Beef Burrito - Value Menu: 570: 21: 63: 26
Cheesy Fiesta Potatoes - Value Menu: 240: 3: 28: 13
Cheesy Roll-Up - Value Menu: 180: 8: 17: 9
Chicken Enchilada Burrito - Value Menu: 380: 19: 49: 12
Double Decker Taco - Value Menu: 310: 12: 35: 13
Double Decker Taco Supreme - Value Menu: 330: 13: 38: 15
Double Stacked Taco - Value Menu: 320: 11: 34: 16
Loaded Beef Nachos: 450: 12: 44: 25
Spicy Potato Soft Taco - Value Menu: 240: 5: 28: 12
