stored in this format: name: calories: protein: carbs: fat
3-Cheese Chicken Flatbread Melt: 330: 20: 29: 15
Black Bean Crunchwrap Supreme: 520: 13: 77: 18
Cheesy Roll Up: 180: 8: 17: 9
Crunchwrap Supreme: 540: 16: 73: 21
Mexican Pizza: 540: 19: 48: 30
Stacker: 400: 17: 42: 18
Veggie Mexican Pizza: 470: 14: 46: 25
