stored in this format: name: calories: protein: carbs: fat
Bacon, Egg & Cheese Biscuit: 460: 17: 39: 26
Egg McMuffin: 310: 17: 30: 13
Sausage McMuffin: 400: 14: 29: 26
Sausage McMuffin with Egg: 480: 20: 30: 31
Sausage Biscuit: 460: 11: 37: 30
Sausage Biscuit with Egg: 530: 17: 38: 35
Bacon, Egg & Cheese McGriddles: 430: 17: 44: 21
Sausage McGriddles: 430: 11: 41: 24
Sausage, Egg & Cheese McGriddles: 550: 19: 44: 33
Big Breakfast: 760: 26: 57: 48
Big Breakfast with Hotcakes: 1340: 36: 158: 63
Hotcakes: 580: 9: 101: 15
Hotcakes and Sausage: 770: 15: 102: 33
Sausage Burrito: 310: 13: 25: 17
Hash Browns: 140: 2: 18: 8
Fruit & Maple Oatmeal: 320: 6: 64: 5
