stored in this format: name: calories: protein: carbs: fat
Chicken McNuggets (4 pcs): 170: 9: 10: 10
Chicken McNuggets (6 pcs): 250: 14: 15: 15
Chicken McNuggets (10 pcs): 410: 23: 26: 24
Chicken McNuggets (20 pcs): 830: 46: 51: 49
Chicken McNuggets (40 pcs): 1650: 92: 102: 98
