stored in this format: name: calories: protein: carbs: fat
Black Pepper Chicken: 280: 13: 15: 19
Kung Pao Chicken: 290: 16: 14: 19
Grilled Teriyaki Chicken: 275: 33: 14: 10
Grilled Asian Chicken: 275: 33: 14: 10
Teriyaki chicken: 340: 41: 14: 13
Asian Chicken: 340: 41: 14: 13
Mushroom Chicken: 220: 13: 10: 14
Orange Chicken: 490: 25: 51: 23
Potato Chicken: 190: 8: 18: 10
Honey Sesame Chicken Breast: 340: 16: 35: 15
String Bean Chicken Breast: 210: 12: 13: 12
Sweetfire Chicken Breast: 360: 15: 40: 15
Sweet & Sour Chicken Breast: 300: 10: 40: 10
