stored in this format: name: calories: protein: carbs: fat
Chow Mein: 510: 13: 80: 20
Fried Rice: 520: 11: 85: 16
Brown Steamed Rice: 420: 9: 86: 4
White Steamed Rice: 380: 7: 87: 0
Super Greens: 90: 6: 10: 3
Chow Fun: 410: 9: 73: 9
