stored in this format: name: calories: protein: carbs: fat
Barbeque Sauce: 45: 0: 11: 0
Chik-fil-A Sauce: 140: 0: 6: 13
Garden Herb Ranch Sauce: 140: 1: 1: 15
Honey Mustard Sauce: 50: 0: 11: 0
Polynesian Sauce: 110: 0: 14: 6
Sweet & Spicy Sriracha Sauce: 45: 0: 11: 0
Zesty Buffalo Sauce: 25: 0: 1: 3
Honey Roasted BBQ Sauce: 60: 0: 3: 5
